station,valid,lon,lat,tmpc
AMA,2017-12-07 04:35,-101.7059,35.2194,null
APY,2017-12-07 04:35,-99.2489,26.9688,6.50
AQO,2017-12-07 04:35,-98.6619,30.7836,5.00
ARM,2017-12-07 04:35,-96.1544,29.2543,5.22
ASL,2017-12-07 04:35,-94.3078,32.5205,5.78
AUS,2017-12-07 04:35,-97.6699,30.1945,null
AXH,2017-12-07 04:35,-95.4769,29.5061,5.00
BAZ,2017-12-07 04:35,-98.0450,29.7090,null
BBF,2017-12-07 04:35,-96.0140,27.8330,12.00
BEA,2017-12-07 04:35,-97.7910,28.3619,null
BGD,2017-12-07 04:35,-101.3937,35.7009,null
BKD,2017-12-07 04:35,-98.8910,32.7190,7.78
BMQ,2017-12-07 04:35,-98.2386,30.7389,null
BMT,2017-12-07 04:35,-94.2151,30.0702,6.00
BPC,2017-12-07 04:35,-101.0301,35.8893,-4.00
BPT,2017-12-07 04:35,-94.0200,29.9500,null
BQX,2017-12-07 04:35,-95.7244,28.4936,11.00
BRO,2017-12-07 04:35,-97.4231,25.9146,null
BWD,2017-12-07 04:35,-98.9565,31.7936,6.00
CDS,2017-12-07 04:35,-100.2881,34.4339,null
CFD,2017-12-07 04:35,-96.3314,30.7157,3.78
CLL,2017-12-07 04:35,-96.3639,30.5881,null
COM,2017-12-07 04:35,-99.4036,31.8411,5.11
CPT,2017-12-07 04:35,-97.4338,32.3537,8.00
CRS,2017-12-07 04:35,-96.4000,32.0300,null
CVB,2017-12-07 04:35,-98.8509,29.3419,4.00
CXO,2017-12-07 04:35,-95.4145,30.3524,null
CZT,2017-12-07 04:35,-99.8236,28.5222,5.00
DAL,2017-12-07 04:35,-96.8518,32.8471,null
DFW,2017-12-07 04:35,-97.0380,32.8968,null
DHT,2017-12-07 04:35,-102.5473,36.0226,null
DRT,2017-12-07 04:35,-100.9272,29.3742,null
DTO,2017-12-07 04:35,-97.1989,33.2061,null
DUX,2017-12-07 04:35,-102.0130,35.8580,-4.72
DWH,2017-12-07 04:35,-95.5562,30.0680,null
DZB,2017-12-07 04:35,-98.3588,30.5271,4.50
EBG,2017-12-07 04:35,-98.1222,26.4417,8.50
ELA,2017-12-07 04:35,-96.3219,29.6006,6.00
ELP,2017-12-07 04:35,-106.3758,31.8111,null
EMK,2017-12-07 04:35,-94.3228,27.8186,16.00
ERV,2017-12-07 04:35,-99.0855,29.9767,2.89
ETN,2017-12-07 04:35,-98.8098,32.4135,6.72
F00,2017-12-07 04:35,-96.1793,33.6131,6.39
F05,2017-12-07 04:35,-99.2837,34.2257,2.22
F17,2017-12-07 04:35,-94.1564,31.8316,6.00
F44,2017-12-07 04:35,-95.8284,32.1638,4.00
F46,2017-12-07 04:35,-96.4355,32.9306,9.00
FST,2017-12-07 04:35,-102.9167,30.9119,null
FTN,2017-12-07 04:35,-100.0188,28.2086,6.00
FTW,2017-12-07 04:35,-97.3624,32.8198,null
FWS,2017-12-07 04:35,-97.3033,32.5730,9.89
GDJ,2017-12-07 04:35,-97.8169,32.4444,9.00
GGG,2017-12-07 04:35,-94.7115,32.3840,null
GKY,2017-12-07 04:35,-97.0943,32.6639,null
GLE,2017-12-07 04:35,-97.1969,33.6514,3.72
GLS,2017-12-07 04:35,-94.8604,29.2653,null
GNC,2017-12-07 04:35,-102.6527,32.6753,0.50
GOP,2017-12-07 04:35,-97.7970,31.4213,6.00
GPM,2017-12-07 04:35,-97.0469,32.6988,10.50
GTU,2017-12-07 04:35,-97.6767,30.6808,null
GUL,2017-12-07 04:35,-93.5383,27.3039,17.00
GYB,2017-12-07 04:35,-96.9800,30.1700,3.72
GYI,2017-12-07 04:35,-96.6737,33.7141,6.89
HBV,2017-12-07 04:35,-98.7369,27.3496,5.22
HDO,2017-12-07 04:35,-99.1742,29.3594,null
HHF,2017-12-07 04:35,-100.4040,35.8950,-4.61
HHV,2017-12-07 04:35,-94.6886,26.9392,19.00
HOU,2017-12-07 04:35,-95.2824,29.6375,null
HQI,2017-12-07 04:35,-93.6708,27.9620,15.00
HQZ,2017-12-07 04:35,-96.5304,32.7470,8.50
HRL,2017-12-07 04:35,-97.6544,26.2285,null
HRX,2017-12-07 04:35,-102.3264,34.8578,-6.72
HYI,2017-12-07 04:35,-97.8630,29.8927,null
IAH,2017-12-07 04:35,-95.3414,29.9844,null
IKG,2017-12-07 04:35,-98.0309,27.5509,6.72
ILE,2017-12-07 04:35,-97.6865,31.0858,null
INJ,2017-12-07 04:35,-97.0972,32.0836,6.50
INK,2017-12-07 04:35,-103.2000,31.7800,null
JAS,2017-12-07 04:35,-94.0349,30.8857,6.61
JCT,2017-12-07 04:35,-99.7664,30.5108,null
JDD,2017-12-07 04:35,-95.4965,32.7422,8.00
JSO,2017-12-07 04:35,-95.2200,31.8700,6.00
JWY,2017-12-07 04:35,-96.9125,32.4561,8.00
JXI,2017-12-07 04:35,-94.9500,32.7000,6.61
LBB,2017-12-07 04:35,-101.8228,33.6636,null
LBX,2017-12-07 04:35,-95.4621,29.1086,null
LFK,2017-12-07 04:35,-94.7500,31.2340,null
LHB,2017-12-07 04:35,-96.6200,30.8700,4.22
LRD,2017-12-07 04:35,-99.4615,27.5438,null
LUD,2017-12-07 04:35,-97.5805,33.2542,8.50
LVJ,2017-12-07 04:35,-95.2400,29.5200,null
LXY,2017-12-07 04:35,-96.5145,31.6412,4.50
LZZ,2017-12-07 04:35,-98.1959,31.1062,5.28
MAF,2017-12-07 04:35,-102.2075,31.9466,null
MCJ,2017-12-07 04:35,-95.3950,29.7140,5.00
MDD,2017-12-07 04:35,-102.1010,32.0365,3.22
MKN,2017-12-07 04:35,-98.6000,31.9200,8.50
MNZ,2017-12-07 04:35,-98.1486,31.6659,9.50
MRF,2017-12-07 04:35,-104.0200,30.3700,null
MWL,2017-12-07 04:35,-98.0602,32.7816,null
MZG,2017-12-07 04:35,-96.1911,27.7269,12.00
OCH,2017-12-07 04:35,-94.7094,31.5778,null
ODO,2017-12-07 04:35,-102.3867,31.9206,null
PEQ,2017-12-07 04:35,-103.5100,31.3800,2.00
PEZ,2017-12-07 04:35,-98.5200,28.9542,5.11
PIL,2017-12-07 04:35,-97.3378,26.1597,null
PKV,2017-12-07 04:35,-96.6810,28.6540,6.28
PPA,2017-12-07 04:35,-100.9963,35.6130,-1.28
PRS,2017-12-07 04:35,-104.3615,29.6342,5.61
PRX,2017-12-07 04:35,-95.4507,33.6366,null
PSN,2017-12-07 04:35,-95.7063,31.7797,5.50
PSX,2017-12-07 04:35,-96.2500,28.7300,null
PVW,2017-12-07 04:35,-101.7173,34.1681,1.61
PWG,2017-12-07 04:35,-97.3165,31.4849,null
PYX,2017-12-07 04:35,-100.7500,36.4140,0.00
RBD,2017-12-07 04:35,-96.8700,32.6800,null
RBO,2017-12-07 04:35,-97.6905,27.7785,6.28
RFI,2017-12-07 04:35,-94.8517,32.1417,5.78
RKP,2017-12-07 04:35,-97.0464,28.0836,null
RPH,2017-12-07 04:35,-98.5550,33.1100,7.28
RWV,2017-12-07 04:35,-96.7041,30.5155,4.22
RYW,2017-12-07 04:35,-97.9659,30.4967,4.22
SAT,2017-12-07 04:35,-98.4698,29.5337,null
SEP,2017-12-07 04:35,-98.1777,32.2153,8.78
SGR,2017-12-07 04:35,-95.6565,29.6223,null
SJT,2017-12-07 04:35,-100.4950,31.3517,null
SLR,2017-12-07 04:35,-95.6200,33.1600,8.78
SOA,2017-12-07 04:35,-100.6486,30.5857,3.00
SPS,2017-12-07 04:35,-98.4928,33.9786,null
SSF,2017-12-07 04:35,-98.4711,29.3370,null
SWW,2017-12-07 04:35,-100.4666,32.4674,4.11
T20,2017-12-07 04:35,-97.4614,29.5280,4.61
T35,2017-12-07 04:35,-96.9711,30.8794,4.50
T65,2017-12-07 04:35,-97.9731,26.1776,7.50
TKI,2017-12-07 04:35,-96.5900,33.1800,null
TME,2017-12-07 04:35,-95.8979,29.8050,5.00
TPL,2017-12-07 04:35,-97.4078,31.1525,null
TRL,2017-12-07 04:35,-96.2700,32.7100,null
TYR,2017-12-07 04:35,-95.4024,32.3541,null
UTS,2017-12-07 04:35,-95.5872,30.7469,null
VCT,2017-12-07 04:35,-96.9303,28.8614,null
VKY,2017-12-07 04:35,-88.4410,29.2480,12.00
XBP,2017-12-07 04:35,-97.8284,33.1753,9.00
6P9,2017-12-07 04:35,-98.5948,32.4317,7.28
BPG,2017-12-07 04:35,-101.5216,32.2126,3.11
BYY,2017-12-07 04:35,-95.8634,28.9733,6.28
CWC,2017-12-07 04:35,-98.4904,33.8578,5.28
E11,2017-12-07 04:35,-102.5295,32.3311,0.22
E38,2017-12-07 04:35,-103.6840,30.3840,-0.61
EDC,2017-12-07 04:35,-97.5621,30.3925,4.00
LNC,2017-12-07 04:35,-96.7190,32.5792,7.72
ORG,2017-12-07 04:35,-93.8036,30.0692,5.50
OSA,2017-12-07 04:35,-94.9614,33.0956,7.22
OZA,2017-12-07 04:35,-101.2030,30.7353,2.00
SNK,2017-12-07 04:35,-100.9505,32.6934,3.11
T82,2017-12-07 04:35,-98.9092,30.2432,2.89
UVA,2017-12-07 04:35,-99.7436,29.2113,5.00
VAF,2017-12-07 04:35,-94.6253,27.3536,17.00
ALI,2017-12-07 04:37,-98.0269,27.7409,6.11
SJT,2017-12-07 04:38,-100.4950,31.3517,4.39
GLS,2017-12-07 04:38,-94.8604,29.2653,6.72
ABI,2017-12-07 04:40,-99.6821,32.4106,null
ACT,2017-12-07 04:40,-97.2283,31.6180,null
AFW,2017-12-07 04:40,-97.3179,32.9716,null
ALI,2017-12-07 04:40,-98.0269,27.7409,null
AMA,2017-12-07 04:40,-101.7059,35.2194,null
AUS,2017-12-07 04:40,-97.6699,30.1945,null
BAZ,2017-12-07 04:40,-98.0450,29.7090,null
BGD,2017-12-07 04:40,-101.3937,35.7009,null
BMQ,2017-12-07 04:40,-98.2386,30.7389,null
BPT,2017-12-07 04:40,-94.0200,29.9500,null
CDS,2017-12-07 04:40,-100.2881,34.4339,null
CLL,2017-12-07 04:40,-96.3639,30.5881,null
CRS,2017-12-07 04:40,-96.4000,32.0300,null
CXO,2017-12-07 04:40,-95.4145,30.3524,null
DAL,2017-12-07 04:40,-96.8518,32.8471,null
DFW,2017-12-07 04:40,-97.0380,32.8968,null
DHT,2017-12-07 04:40,-102.5473,36.0226,null
DRT,2017-12-07 04:40,-100.9272,29.3742,null
DTO,2017-12-07 04:40,-97.1989,33.2061,null
DWH,2017-12-07 04:40,-95.5562,30.0680,null
ELP,2017-12-07 04:40,-106.3758,31.8111,null
FST,2017-12-07 04:40,-102.9167,30.9119,null
FTW,2017-12-07 04:40,-97.3624,32.8198,null
GGG,2017-12-07 04:40,-94.7115,32.3840,null
GKY,2017-12-07 04:40,-97.0943,32.6639,null
GLS,2017-12-07 04:40,-94.8604,29.2653,null
GTU,2017-12-07 04:40,-97.6767,30.6808,null
HDO,2017-12-07 04:40,-99.1742,29.3594,null
HOU,2017-12-07 04:40,-95.2824,29.6375,null
HRL,2017-12-07 04:40,-97.6544,26.2285,null
HYI,2017-12-07 04:40,-97.8630,29.8927,null
IAH,2017-12-07 04:40,-95.3414,29.9844,null
ILE,2017-12-07 04:40,-97.6865,31.0858,null
INK,2017-12-07 04:40,-103.2000,31.7800,null
JCT,2017-12-07 04:40,-99.7664,30.5108,3.28
LBB,2017-12-07 04:40,-101.8228,33.6636,null
LBX,2017-12-07 04:40,-95.4621,29.1086,null
LFK,2017-12-07 04:40,-94.7500,31.2340,null
LRD,2017-12-07 04:40,-99.4615,27.5438,null
LVJ,2017-12-07 04:40,-95.2400,29.5200,null
MAF,2017-12-07 04:40,-102.2075,31.9466,null
MFE,2017-12-07 04:40,-98.2386,26.1758,null
MRF,2017-12-07 04:40,-104.0200,30.3700,null
MWL,2017-12-07 04:40,-98.0602,32.7816,null
OCH,2017-12-07 04:40,-94.7094,31.5778,null
ODO,2017-12-07 04:40,-102.3867,31.9206,null
PIL,2017-12-07 04:40,-97.3378,26.1597,null
PRX,2017-12-07 04:40,-95.4507,33.6366,null
PSX,2017-12-07 04:40,-96.2500,28.7300,null
PWG,2017-12-07 04:40,-97.3165,31.4849,null
RBD,2017-12-07 04:40,-96.8700,32.6800,null
RKP,2017-12-07 04:40,-97.0464,28.0836,null
SAT,2017-12-07 04:40,-98.4698,29.5337,null
SGR,2017-12-07 04:40,-95.6565,29.6223,null
SJT,2017-12-07 04:40,-100.4950,31.3517,null
SPS,2017-12-07 04:40,-98.4928,33.9786,null
SSF,2017-12-07 04:40,-98.4711,29.3370,null
TKI,2017-12-07 04:40,-96.5900,33.1800,null
TPL,2017-12-07 04:40,-97.4078,31.1525,null
TRL,2017-12-07 04:40,-96.2700,32.7100,null
TYR,2017-12-07 04:40,-95.4024,32.3541,null
UTS,2017-12-07 04:40,-95.5872,30.7469,null
VCT,2017-12-07 04:40,-96.9303,28.8614,null
VCT,2017-12-07 04:43,-96.9303,28.8614,6.11
BIF,2017-12-07 04:44,-106.3800,31.8495,3.00
ABI,2017-12-07 04:45,-99.6821,32.4106,null
ACT,2017-12-07 04:45,-97.2283,31.6180,null
AFW,2017-12-07 04:45,-97.3179,32.9716,null
ALI,2017-12-07 04:45,-98.0269,27.7409,null
AMA,2017-12-07 04:45,-101.7059,35.2194,null
AUS,2017-12-07 04:45,-97.6699,30.1945,null
BAZ,2017-12-07 04:45,-98.0450,29.7090,null
BGD,2017-12-07 04:45,-101.3937,35.7009,null
BMQ,2017-12-07 04:45,-98.2386,30.7389,null
BPT,2017-12-07 04:45,-94.0200,29.9500,null
BRO,2017-12-07 04:45,-97.4231,25.9146,null
CDS,2017-12-07 04:45,-100.2881,34.4339,null
CLL,2017-12-07 04:45,-96.3639,30.5881,null
COT,2017-12-07 04:45,-99.2183,28.4567,null
CRS,2017-12-07 04:45,-96.4000,32.0300,null
CXO,2017-12-07 04:45,-95.4145,30.3524,null
DAL,2017-12-07 04:45,-96.8518,32.8471,null
DFW,2017-12-07 04:45,-97.0380,32.8968,null
DHT,2017-12-07 04:45,-102.5473,36.0226,null
DRT,2017-12-07 04:45,-100.9272,29.3742,null
DTO,2017-12-07 04:45,-97.1989,33.2061,null
DWH,2017-12-07 04:45,-95.5562,30.0680,null
ELP,2017-12-07 04:45,-106.3758,31.8111,null
FST,2017-12-07 04:45,-102.9167,30.9119,null
FTW,2017-12-07 04:45,-97.3624,32.8198,null
GGG,2017-12-07 04:45,-94.7115,32.3840,null
GKY,2017-12-07 04:45,-97.0943,32.6639,null
GLS,2017-12-07 04:45,-94.8604,29.2653,null
GTU,2017-12-07 04:45,-97.6767,30.6808,null
HDO,2017-12-07 04:45,-99.1742,29.3594,null
HOU,2017-12-07 04:45,-95.2824,29.6375,null
HRL,2017-12-07 04:45,-97.6544,26.2285,null
HYI,2017-12-07 04:45,-97.8630,29.8927,null
IAH,2017-12-07 04:45,-95.3414,29.9844,null
ILE,2017-12-07 04:45,-97.6865,31.0858,null
INK,2017-12-07 04:45,-103.2000,31.7800,null
JCT,2017-12-07 04:45,-99.7664,30.5108,null
LBB,2017-12-07 04:45,-101.8228,33.6636,null
LBX,2017-12-07 04:45,-95.4621,29.1086,null
LFK,2017-12-07 04:45,-94.7500,31.2340,null
LRD,2017-12-07 04:45,-99.4615,27.5438,null
LVJ,2017-12-07 04:45,-95.2400,29.5200,null
MAF,2017-12-07 04:45,-102.2075,31.9466,null
MFE,2017-12-07 04:45,-98.2386,26.1758,null
MRF,2017-12-07 04:45,-104.0200,30.3700,null
MWL,2017-12-07 04:45,-98.0602,32.7816,null
OCH,2017-12-07 04:45,-94.7094,31.5778,null
ODO,2017-12-07 04:45,-102.3867,31.9206,null
PIL,2017-12-07 04:45,-97.3378,26.1597,null
PRX,2017-12-07 04:45,-95.4507,33.6366,null
PSX,2017-12-07 04:45,-96.2500,28.7300,null
PWG,2017-12-07 04:45,-97.3165,31.4849,null
RBD,2017-12-07 04:45,-96.8700,32.6800,null
RKP,2017-12-07 04:45,-97.0464,28.0836,null
SAT,2017-12-07 04:45,-98.4698,29.5337,null
SGR,2017-12-07 04:45,-95.6565,29.6223,null
SJT,2017-12-07 04:45,-100.4950,31.3517,null
SPS,2017-12-07 04:45,-98.4928,33.9786,null
SSF,2017-12-07 04:45,-98.4711,29.3370,null
TKI,2017-12-07 04:45,-96.5900,33.1800,null
TPL,2017-12-07 04:45,-97.4078,31.1525,null
TRL,2017-12-07 04:45,-96.2700,32.7100,null
TYR,2017-12-07 04:45,-95.4024,32.3541,null
UTS,2017-12-07 04:45,-95.5872,30.7469,null
VCT,2017-12-07 04:45,-96.9303,28.8614,null
BMQ,2017-12-07 04:46,-98.2386,30.7389,4.39
NQI,2017-12-07 04:46,-97.8097,27.5072,6.72
ABI,2017-12-07 04:50,-99.6821,32.4106,null
ACT,2017-12-07 04:50,-97.2283,31.6180,null
AFW,2017-12-07 04:50,-97.3179,32.9716,null
ALI,2017-12-07 04:50,-98.0269,27.7409,null
AMA,2017-12-07 04:50,-101.7059,35.2194,null
AUS,2017-12-07 04:50,-97.6699,30.1945,null
BAZ,2017-12-07 04:50,-98.0450,29.7090,null
BGD,2017-12-07 04:50,-101.3937,35.7009,null
BMQ,2017-12-07 04:50,-98.2386,30.7389,null
BPT,2017-12-07 04:50,-94.0200,29.9500,null
BRO,2017-12-07 04:50,-97.4231,25.9146,null
CDS,2017-12-07 04:50,-100.2881,34.4339,null
CLL,2017-12-07 04:50,-96.3639,30.5881,null
CNW,2017-12-07 04:50,-97.0741,31.6378,7.00
COT,2017-12-07 04:50,-99.2183,28.4567,null
CRS,2017-12-07 04:50,-96.4000,32.0300,null
CXO,2017-12-07 04:50,-95.4145,30.3524,null
DAL,2017-12-07 04:50,-96.8518,32.8471,null
DFW,2017-12-07 04:50,-97.0380,32.8968,null
DHT,2017-12-07 04:50,-102.5473,36.0226,null
DKR,2017-12-07 04:50,-95.4038,31.3070,5.00
DTO,2017-12-07 04:50,-97.1989,33.2061,null
DWH,2017-12-07 04:50,-95.5562,30.0680,null
EFD,2017-12-07 04:50,-95.1587,29.6073,6.00
ELP,2017-12-07 04:50,-106.3758,31.8111,null
FST,2017-12-07 04:50,-102.9167,30.9119,null
FTW,2017-12-07 04:50,-97.3624,32.8198,null
GGG,2017-12-07 04:50,-94.7115,32.3840,null
GKY,2017-12-07 04:50,-97.0943,32.6639,null
GLS,2017-12-07 04:50,-94.8604,29.2653,null
GTU,2017-12-07 04:50,-97.6767,30.6808,null
GVT,2017-12-07 04:50,-96.0653,33.0678,9.00
HDO,2017-12-07 04:50,-99.1742,29.3594,null
HOU,2017-12-07 04:50,-95.2824,29.6375,null
HRL,2017-12-07 04:50,-97.6544,26.2285,null
HYI,2017-12-07 04:50,-97.8630,29.8927,null
IAH,2017-12-07 04:50,-95.3414,29.9844,null
ILE,2017-12-07 04:50,-97.6865,31.0858,null
INK,2017-12-07 04:50,-103.2000,31.7800,null
JCT,2017-12-07 04:50,-99.7664,30.5108,null
LBB,2017-12-07 04:50,-101.8228,33.6636,null
LBX,2017-12-07 04:50,-95.4621,29.1086,null
LFK,2017-12-07 04:50,-94.7500,31.2340,null
LRD,2017-12-07 04:50,-99.4615,27.5438,null
LVJ,2017-12-07 04:50,-95.2400,29.5200,null
MAF,2017-12-07 04:50,-102.2075,31.9466,null
MFE,2017-12-07 04:50,-98.2386,26.1758,null
MRF,2017-12-07 04:50,-104.0200,30.3700,null
MWL,2017-12-07 04:50,-98.0602,32.7816,null
OCH,2017-12-07 04:50,-94.7094,31.5778,null
ODO,2017-12-07 04:50,-102.3867,31.9206,null
PIL,2017-12-07 04:50,-97.3378,26.1597,null
PRX,2017-12-07 04:50,-95.4507,33.6366,null
PSX,2017-12-07 04:50,-96.2500,28.7300,null
RBD,2017-12-07 04:50,-96.8700,32.6800,null
RKP,2017-12-07 04:50,-97.0464,28.0836,null
RPH,2017-12-07 04:50,-98.5550,33.1100,7.11
SAT,2017-12-07 04:50,-98.4698,29.5337,null
SGR,2017-12-07 04:50,-95.6565,29.6223,null
SJT,2017-12-07 04:50,-100.4950,31.3517,null
SPS,2017-12-07 04:50,-98.4928,33.9786,null
SSF,2017-12-07 04:50,-98.4711,29.3370,null
TKI,2017-12-07 04:50,-96.5900,33.1800,null
TPL,2017-12-07 04:50,-97.4078,31.1525,null
TRL,2017-12-07 04:50,-96.2700,32.7100,null
TYR,2017-12-07 04:50,-95.4024,32.3541,null
UTS,2017-12-07 04:50,-95.5872,30.7469,null
VCT,2017-12-07 04:50,-96.9303,28.8614,null
DRT,2017-12-07 04:50,-100.9272,29.3742,6.00
ACT,2017-12-07 04:51,-97.2283,31.6180,6.72
ATT,2017-12-07 04:51,-97.7601,30.3208,4.39
BAZ,2017-12-07 04:51,-98.0450,29.7090,4.39
BGD,2017-12-07 04:51,-101.3937,35.7009,0.61
ELP,2017-12-07 04:51,-106.3758,31.8111,2.78
HDO,2017-12-07 04:51,-99.1742,29.3594,5.61
JCT,2017-12-07 04:51,-99.7664,30.5108,3.28
SJT,2017-12-07 04:51,-100.4950,31.3517,4.39
SKF,2017-12-07 04:51,-98.5811,29.3842,4.00
TPL,2017-12-07 04:51,-97.4078,31.1525,5.61
SAT,2017-12-07 04:51,-98.4698,29.5337,3.89
VCT,2017-12-07 04:51,-96.9303,28.8614,6.11
GDP,2017-12-07 04:51,-104.8098,31.8331,-1.72
ABI,2017-12-07 04:52,-99.6821,32.4106,4.39
HRL,2017-12-07 04:52,-97.6544,26.2285,7.78
NFW,2017-12-07 04:52,-97.4365,32.7810,10.00
SPS,2017-12-07 04:52,-98.4928,33.9786,3.28
GLS,2017-12-07 04:52,-94.8604,29.2653,6.72
6R6,2017-12-07 04:53,-102.2129,30.0460,3.89
AFW,2017-12-07 04:53,-97.3179,32.9716,8.89
ALI,2017-12-07 04:53,-98.0269,27.7409,6.11
AMA,2017-12-07 04:53,-101.7059,35.2194,-2.78
CLL,2017-12-07 04:53,-96.3639,30.5881,4.39
DAL,2017-12-07 04:53,-96.8518,32.8471,10.00
DTO,2017-12-07 04:53,-97.1989,33.2061,7.22
DWH,2017-12-07 04:53,-95.5562,30.0680,5.61
FST,2017-12-07 04:53,-102.9167,30.9119,1.72
FTW,2017-12-07 04:53,-97.3624,32.8198,10.00
GGG,2017-12-07 04:53,-94.7115,32.3840,6.72
GKY,2017-12-07 04:53,-97.0943,32.6639,9.39
HOU,2017-12-07 04:53,-95.2824,29.6375,5.61
IAH,2017-12-07 04:53,-95.3414,29.9844,6.11
INK,2017-12-07 04:53,-103.2000,31.7800,1.72
LBX,2017-12-07 04:53,-95.4621,29.1086,6.72
LFK,2017-12-07 04:53,-94.7500,31.2340,5.61
LVJ,2017-12-07 04:53,-95.2400,29.5200,6.11
MAF,2017-12-07 04:53,-102.2075,31.9466,3.28
MWL,2017-12-07 04:53,-98.0602,32.7816,8.28
ODO,2017-12-07 04:53,-102.3867,31.9206,1.72
PSX,2017-12-07 04:53,-96.2500,28.7300,6.72
RBD,2017-12-07 04:53,-96.8700,32.6800,9.39
RKP,2017-12-07 04:53,-97.0464,28.0836,7.22
SGR,2017-12-07 04:53,-95.6565,29.6223,6.72
SSF,2017-12-07 04:53,-98.4711,29.3370,5.61
TKI,2017-12-07 04:53,-96.5900,33.1800,8.28
TRL,2017-12-07 04:53,-96.2700,32.7100,7.78
TYR,2017-12-07 04:53,-95.4024,32.3541,6.72
UTS,2017-12-07 04:53,-95.5872,30.7469,5.00
MFE,2017-12-07 04:53,-98.2386,26.1758,8.89
BRO,2017-12-07 04:53,-97.4231,25.9146,8.89
PIL,2017-12-07 04:53,-97.3378,26.1597,8.28
0F2,2017-12-07 04:55,-97.7756,33.6017,5.72
11R,2017-12-07 04:55,-96.3742,30.2189,5.22
2F5,2017-12-07 04:55,-101.9018,32.7479,2.00
3T5,2017-12-07 04:55,-96.9500,29.9100,5.00
5C1,2017-12-07 04:55,-98.6946,29.7239,2.00
66R,2017-12-07 04:55,-96.5158,29.6411,null
6P9,2017-12-07 04:55,-98.5948,32.4317,7.11
6R3,2017-12-07 04:55,-95.0080,30.3564,5.50
ABI,2017-12-07 04:55,-99.6821,32.4106,null
ACT,2017-12-07 04:55,-97.2283,31.6180,null
AFW,2017-12-07 04:55,-97.3179,32.9716,null
ALI,2017-12-07 04:55,-98.0269,27.7409,null
AMA,2017-12-07 04:55,-101.7059,35.2194,null
AQO,2017-12-07 04:55,-98.6619,30.7836,5.00
ASL,2017-12-07 04:55,-94.3078,32.5205,5.78
AUS,2017-12-07 04:55,-97.6699,30.1945,null
AXH,2017-12-07 04:55,-95.4769,29.5061,5.00
BAZ,2017-12-07 04:55,-98.0450,29.7090,null
BBF,2017-12-07 04:55,-96.0140,27.8330,12.00
BEA,2017-12-07 04:55,-97.7910,28.3619,null
BGD,2017-12-07 04:55,-101.3937,35.7009,null
BKD,2017-12-07 04:55,-98.8910,32.7190,7.61
BMQ,2017-12-07 04:55,-98.2386,30.7389,null
BMT,2017-12-07 04:55,-94.2151,30.0702,6.11
BPC,2017-12-07 04:55,-101.0301,35.8893,-5.00
BPG,2017-12-07 04:55,-101.5216,32.2126,3.22
BPT,2017-12-07 04:55,-94.0200,29.9500,null
BQX,2017-12-07 04:55,-95.7244,28.4936,10.00
BRO,2017-12-07 04:55,-97.4231,25.9146,null
BWD,2017-12-07 04:55,-98.9565,31.7936,6.00
BYY,2017-12-07 04:55,-95.8634,28.9733,6.50
CDS,2017-12-07 04:55,-100.2881,34.4339,null
CFD,2017-12-07 04:55,-96.3314,30.7157,3.89
CLL,2017-12-07 04:55,-96.3639,30.5881,null
COM,2017-12-07 04:55,-99.4036,31.8411,5.22
COT,2017-12-07 04:55,-99.2183,28.4567,null
CPT,2017-12-07 04:55,-97.4338,32.3537,8.00
CRS,2017-12-07 04:55,-96.4000,32.0300,null
CVB,2017-12-07 04:55,-98.8509,29.3419,4.00
CWC,2017-12-07 04:55,-98.4904,33.8578,4.78
CXO,2017-12-07 04:55,-95.4145,30.3524,null
CZT,2017-12-07 04:55,-99.8236,28.5222,5.00
DAL,2017-12-07 04:55,-96.8518,32.8471,null
DFW,2017-12-07 04:55,-97.0380,32.8968,null
DHT,2017-12-07 04:55,-102.5473,36.0226,null
DRT,2017-12-07 04:55,-100.9272,29.3742,null
DTO,2017-12-07 04:55,-97.1989,33.2061,null
DUX,2017-12-07 04:55,-102.0130,35.8580,-4.28
DWH,2017-12-07 04:55,-95.5562,30.0680,null
DZB,2017-12-07 04:55,-98.3588,30.5271,4.50
E11,2017-12-07 04:55,-102.5295,32.3311,0.50
E38,2017-12-07 04:55,-103.6840,30.3840,-0.61
EBG,2017-12-07 04:55,-98.1222,26.4417,8.50
EDC,2017-12-07 04:55,-97.5621,30.3925,4.00
ELA,2017-12-07 04:55,-96.3219,29.6006,5.89
ELP,2017-12-07 04:55,-106.3758,31.8111,null
EMK,2017-12-07 04:55,-94.3228,27.8186,16.00
ERV,2017-12-07 04:55,-99.0855,29.9767,3.00
ETN,2017-12-07 04:55,-98.8098,32.4135,6.61
F00,2017-12-07 04:55,-96.1793,33.6131,6.22
F05,2017-12-07 04:55,-99.2837,34.2257,2.50
F46,2017-12-07 04:55,-96.4355,32.9306,8.50
FST,2017-12-07 04:55,-102.9167,30.9119,null
FTW,2017-12-07 04:55,-97.3624,32.8198,null
FWS,2017-12-07 04:55,-97.3033,32.5730,9.72
GDJ,2017-12-07 04:55,-97.8169,32.4444,9.00
GGG,2017-12-07 04:55,-94.7115,32.3840,null
GKY,2017-12-07 04:55,-97.0943,32.6639,null
GLE,2017-12-07 04:55,-97.1969,33.6514,4.11
GLS,2017-12-07 04:55,-94.8604,29.2653,null
GNC,2017-12-07 04:55,-102.6527,32.6753,0.61
